Identifier,Company_Name,Country_of_Headquarters,IVLatestFiscalYearPeriodEndDate,FY0,FY-1,FY-2,FY-3,FY-4,FY-5,FY-6,FY-7,FY-8,FY-9
BRKN.S,Burkhalter Holding AG,Switzerland,31-12-2022,37.58,39.24,29.36,,,,,,,
MUXG.DE,Mutares SE & Co KgaA,Germany,,,,,,,,,,,
4Q5SINAV.DE,Db X Tracker Stoxx 600 Tel Short ETF,Germany,,,,,,,,,,,
ETFGDAXP.DE,Deka DAX® (ausschuettend) UCITS ETF,Germany,,,,,,,,,,,
ETFSD3E.DE,Etflab Euro Stoxx Select Dividend 30,Germany,,65.49,64.64,67.82,,,,,,,
S92G.DE,SMA Solar Technology AG,Germany,31-12-2022,,,,,,,,,,
SQL.BN,Matador Secondary Private Equity AG,Switzerland,,,,,,,,,,,
GOG1.H,Afrika Gold AG,Switzerland,,,,,,,,,,,
EBMMEX.DE,iShares eb.rexx Gov Germany 0-1yr UCITS ETF EUR D,Germany,,,,,,,,,,,
ETFEULC.DE,Deka MSCI Europe LC UCITS ETF,Germany,,,,,,,,,,,
ETFUSLC.DE,Deka MSCI USA LC UCITS ETF,Germany,,,,,,,,,,,
ETFJPLC.DE,Deka MSCI Japan LC UCITS ETF,Germany,,,,,,,,,,,
BGZG.H,Smart Grids AG,Germany,,62.62,46.57,,,,,,,,
BEZ.DE,Berentzen Gruppe AG,Germany,31-12-2022,,,,,,,,,,
ABXG.DE,Advanced Blockchain AG,Germany,31-12-2021,,,,,,,,,,
9AUAn.D,New Meat Company AG,Germany,,,,,,,,,,,
CRZKG.DE,CR Capital AG,Germany,31-12-2022,,,,,,,,,,
UMDk.DE,UMT United Mobility Technology AG,Germany,31-12-2021,,,,,,,,,,
NN6G.DE,NanoRepro AG,Germany,,,,,,,,,,,
HMUG.DE,HMS Bergbau AG,Germany,,,,,,,,,,,
MLECO.EUA,Ecolutions GmbH & Co KgaA,Germany,,,,,,,,,,,
ZSILEU.S,ZKB Silver ETF AA CHF,Switzerland,,,,,,,,,,,
ETFSTX5.DE,Deka STOXX Europe 50 UCITS ETF,Germany,,,,,,,,,,,
ETFES13.DE,Deka iBoxx EUR Liq Sovereign Div 1-3 UCITS ETF,Germany,,,,,,,,,,,
ETFES35.DE,Deka iBoxx EUR Liq Sovereign Div 3-5 UCITS ETF,Germany,,,,,,,,,,,
ETFES10.DE,Deka iBoxx EUR Liq Sovereign Div 10+ UCITS ETF,Germany,,,,,,,,,,,
ETFES57.DE,Deka iBoxx EUR Liq Sovereign Div 5-7 UCITS ETF,Germany,,,,,,,,,,,
ETFES11.DE,Deka iBoxx EUR Liq Sovereign Div 1-10 UCITS ETF,Germany,,,,,,,,,,,
ETFES71.DE,Deka iBoxx EUR Liq Sovereign Div 7-10 UCITS ETF,Germany,,,,,,,,,,,
ETFGS51.DE,Deka Deutsche Boerse EUROGOV® Ger 5-10 UCITS ETF,Germany,,,,,,,,,,,
ETFGS13.DE,Deka Deutsche Boerse EUROGOV® Ger 1-3 UCITS ETF,Germany,,,,,,,,,,,
ETFGS11.DE,Deka Deutsche Boerse EUROGOV® Ger UCITS ETF,Germany,,,,,,,,,,,
ETFGS35.DE,Deka Deutsche Boerse EUROGOV® Ger 3-5 UCITS ETF,Germany,,,,,,,,,,,
ETFGSMM.DE,Deka Deutsche Boerse EUROGOV® GeMoMa UCITS ETF,Germany,,,,,,,,,,,
ETFGS10.DE,Deka Deutsche Boerse EUROGOV® Ger 10+ UCITS ETF,Germany,,,,,,,,,,,
SDJE50INAV.DE,Dow Jones EURO STOXX 50 Source ETF,Germany,,,,,,,,,,,
S100.L,Invesco FTSE 100 UCITS ETF Acc,Germany,,,,,,,,,,,
ETFDXMD.DE,Deka DAXplus® Maximum Dividend UCITS ETF,Germany,,,,,,,,,,,
F9TGINAV.DE,DBAG DEMO 6 INDEX ETF,Germany,,,,,,,,,,,
F9TDINAV.DE,DBAG DEMO 3 INDEX ETF,Germany,,,,,,,,,,,
F9TBINAV.DE,DBAG DEMO 1 INDEX ETF,Germany,,,,,,,,,,,
F9TEINAV.DE,DBAG DEMO 4 INDEX ETF,Germany,,,,,,,,,,,
F9TFINAV.DE,DBAG DEMO 5 INDEX ETF,Germany,,,,,,,,,,,
F9THINAV.DE,DBAG DEMO 7 INDEX ETF,Germany,,,,,,,,,,,
F9TIINAV.DE,DBAG DEMO 8 INDEX ETF,Germany,,,,,,,,,,,
F9TJINAV.DE,DBAG DEMO 9 INDEX ETF,Germany,,,,,,,,,,,
F9TKINAV.DE,DBAG DEMO 10 INDEX,Germany,,,,,,,,,,,
ZEITg.F,FC Wertmanagement GmbH,Germany,,,,,,,,,,,
DBAGDM16.DE,DBAG Demo 16 ETF,Germany,,,,,,,,,,,
DBAGDM15.DE,DBAG Demo 15 ETF,Germany,,,,,,,,,,,
DBAGDM20.DE,DBAG Demo 20 ETF,Germany,,,,,,,,,,,
DBAGDM14.DE,DBAG Demo 14 ETF,Germany,,,,,,,,,,,
DBAGDM43.DE,DBAG Demo 43 ETF,Germany,,,,,,,,,,,
DBAGDM25.DE,DBAG Demo 25 ETF,Germany,,,,,,,,,,,
DBAGDM45.DE,DBAG Demo 45 ETF,Germany,,,,,,,,,,,
DBAGDM49.DE,DBAG Demo 49 ETF,Germany,,,,,,,,,,,
DBAGDM39.DE,DBAG Demo 39 ETF,Germany,,,,,,,,,,,
DBAGDM21.DE,DBAG Demo 21 ETF,Germany,,,,,,,,,,,
DBAGDM30.DE,DBAG Demo 30 ETF,Germany,,,,,,,,,,,
DBAGDM35.DE,DBAG Demo 35 ETF,Germany,,,,,,,,,,,
DBAGDM36.DE,DBAG Demo 36 ETF,Germany,,,,,,,,,,,
DBAGDM50.DE,DBAG Demo 50 ETF,Germany,,,,,,,,,,,
DBAGDM23.DE,DBAG Demo 23 ETF,Germany,,,,,,,,,,,
DBAGDM19.DE,DBAG Demo 19 ETF,Germany,,,,,,,,,,,
DBAGDM46.DE,DBAG Demo 46 ETF,Germany,,,,,,,,,,,
DBAGDM33.DE,DBAG Demo 33 ETF,Germany,,,,,,,,,,,
DBAGDM40.DE,DBAG Demo 40 ETF,Germany,,,,,,,,,,,
DBAGDM47.DE,DBAG Demo 47 ETF,Germany,,,,,,,,,,,
DBAGDM48.DE,DBAG Demo 48 ETF,Germany,,,,,,,,,,,
DBAGDM34.DE,DBAG Demo 34 ETF,Germany,,,,,,,,,,,
DBAGDM41.DE,DBAG Demo 41 ETF,Germany,,,,,,,,,,,
DBAGDM13.DE,DBAG Demo 13 ETF,Germany,,,,,,,,,,,
DBAGDM32.DE,DbAG Demo Inav32,Germany,,,,,,,,,,,
DBAGDM24.DE,DBAG Demo 24 ETF,Germany,,,,,,,,,,,
DBAGDM22.DE,DBAG Demo 22 ETF,Germany,,,,,,,,,,,
DBAGDM18.DE,DBAG Demo 18 ETF,Germany,,,,,,,,,,,
DBAGDM26.DE,DBAG Demo 26 ETF,Germany,,,,,,,,,,,
DBAGDM17.DE,DBAG Demo 17 ETF,Germany,,,,,,,,,,,
DBAGDM29.DE,DBAG Demo 29 ETF,Germany,,,,,,,,,,,
DBAGDM27.DE,DBAG Demo 27 ETF,Germany,,,,,,,,,,,
DBAGDM37.DE,DBAG Demo 37 ETF,Germany,,,,,,,,,,,
DBAGDM31.DE,DBAG Demo 31 ETF,Germany,,,,,,,,,,,
DBAGDM38.DE,DBAG Demo 38 ETF,Germany,,,,,,,,,,,
DBAGDM42.DE,DBAG Demo 42 ETF,Germany,,,,,,,,,,,
DBAGDM44.DE,DBAG Demo 44 ETF,Germany,,,,,,,,,,,
NGRC.PK,National Graphite Corp,Germany,,66.73,42.66,35.11,14.35,12.65,,,,,
FTKn.DE,flatexDEGIRO AG,Germany,31-12-2022,,,,,,,,,,
ETFEUAC.DE,Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF,Germany,,,,,,,,,,,
ETFEUMC.DE,Deka MSCI Europe MC UCITS ETF,Germany,,,,,,,,,,,
ETFUSAC.DE,Deka MSCI USA UCITS ETF,Germany,,,,,,,,,,,
ETFUSMC.DE,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,Germany,,,,,,,,,,,
ETFJPAC.DE,Deka MSCI Japan UCITS ETF,Germany,,,,,,,,,,,
EL45.DE,Deka MSCI Japan Climate Change ESG UCITS ETF,Germany,,,,,,,,,,,
RSF.S,Realstone Swiss Property,Switzerland,,,,,,,,,,,
JBGOGX.S,Swisscanto ETF PM Physical Gold A,Switzerland,,,,,,,,,,,
OCTX.PK,Octagon 88 Resources Inc,Switzerland,,,,,,,,,,,
1SKG.MU,Sektkellerei J Oppmann AG,Germany,31-12-2022,20.06,19.83,12.17,9.6,,,,,,
RLFB.S,Relief Therapeutics Holding SA,Switzerland,,,,,,,,,,,
ESGTI.BN,ESGTI AG,Switzerland,,72.06,73.91,72.7,63.05,62.79,63.5,54.84,45.15,40.87,41.51
BAER.S,Julius Baer Gruppe AG,Switzerland,31-12-2022,,,,,,,,,,
CSGOLD.S,iShares Gold ETF (CH),Switzerland,,,,,,,,,,,
CSGLDE.S,iShares Gold EUR Hedged ETF (CH),Switzerland,,,,,,,,,,,
CSGLDC.S,iShares Gold CHF Hedged ETF CH,Switzerland,,,,,,,,,,,
SDGPEX.DE,iShares STOXX Global Select Dividend 100 (DE),Germany,,40.28,33.82,25.75,,,,,,,
HACGn.DE,KPS AG,Germany,,,,,,,,,,,
TH51.MU,Teleservice AG,Germany,,,,,,,,,,,
AUCHAH.S,UBS ETF (CH) - Gold (CHF) hedged (CHF) A-dis,Switzerland,,,,,,,,,,,
ETFIBOXGC.DE,Deka iBoxx EUR Liq Ger Covered Divers UCITS ETF,Germany,,,,,,,,,,,
TR9G.F,Otrs AG,Germany,,,,,,,,,,,
JBPAUA.S,Swisscanto ETF PM Physical Palladium A,Switzerland,,,,,,,,,,,
JBPLUA.S,Swisscanto ETF PM Physical Platinum USD A,Switzerland,,,,,,,,,,,
JBSIUA.S,Swisscanto ETF PM Physical Silver USD A,Switzerland,,,,,,,,,,,
AUUSI.S,UBS ETF (CH) - Gold (USD) A-dis,Switzerland,,,,,,,,,,,
AUEUAH.S,UBS ETF (CH) - Gold (EUR) hedged (EUR) A-dis,Switzerland,,,,,,,,,,,
MUSGn.D,Murphy & Spitz Green Capital AG,Germany,31-12-2022,,,,,,,,,,
2GI.DE,GIEAG Immobilien AG,Germany,31-12-2021,,,,,,,,,,
ETFLCD.DE,Deka iBoxx EUR Liq Corporates Divers UCITS ETF,Germany,,,,,,,,,,,
TTIGn.H,TOM TAILOR Holding SE,Germany,,19.88,14.04,8.86,19.24,18.37,21.1,20.76,23.3,33.66,23.58
KD8Gn.H,Kabel Deutschland Holding AG,Germany,,64.42,61.8,63.44,59.83,62.49,56.53,57.04,42.06,37.6,29.1
BNRGn.DE,Brenntag SE,Germany,31-12-2022,62.28,54.59,61.43,46.04,42.39,,,,,
ORON.S,Orior AG,Switzerland,31-12-2022,,,,,,,,,,
XESCINAVSEK.DE,db x-tr. Euro Stoxx 50 1C SEK ETF,Germany,,,,,,,,,,,
XS7RINAVSEK.DE,db x-tr. STOXX 600 BANKS 1C SEK ETF,Germany,,,,,,,,,,,
DR0G.DE,Deutsche Rohstoff AG,Germany,,34.37,35.62,,,,,,,,
GIBG.H,GSW Immobilien AG,Germany,31-12-2021,,,,,,,,,,
DBIG.F,Deutsche Biotech Innovativ AG,Germany,,,,,,,,,,,
OILUSA.S,UBS (CH) Fund Solutions CMCI Oil SF ETF (USD) Adis,Switzerland,,72.1,73.2,70.9,68.49,56.23,,,,,
DRWG.DE,Draegerwerk AG & Co KGaA,Germany,31-12-2022,,,,,,,,,,
ETFCHINA.DE,Deka MSCI China ex A Shares UCITS ETF,Germany,,,,,,,,,,,
ETFEMMA.DE,Deka MSCI Emerging Markets UCITS ETF,Germany,,76.7,79.81,57.84,40.14,23.11,19.55,,,,
SAXG.DE,Stroeer SE & Co KgaA,Germany,31-12-2022,,,,,,,,,,
GTK.DE,Tonkens Agrar AG,Germany,30-06-2022,,,,,,,,,,
B9BG.F,BHB Brauholding Bayern-Mitte AG,Germany,31-12-2022,,,,,,,,,,
IXM0482.DE,MSCI Russia ETF,Germany,,,,,,,,,,,
OILCHA.S,UBS (CH) Fund Solutions CMCI Oil SF ETF (CHF) Adis,Switzerland,,,,,,,,,,,
SY5N.MU,Stern Immobilien AG,Germany,,31.53,25.12,24.38,,,,,,,
PEAN.S,Peach Property Group AG,Switzerland,,,,,,,,,,,
FYB.DE,Formycon AG,Germany,31-12-2022,,,,,,,,,,
MDQk.H,MediNavi AG,Germany,,,,,,,,,,,
PLUSA.S,UBS ETF (CH) - Palladium (USD) A-dis,Switzerland,,,,,,,,,,,
SVUSA.S,UBS ETF (CH) - Silver (USD) A-dis,Switzerland,,,,,,,,,,,
HOSP.S,Credit Suisse Real Estate Fund Hospitality A,Switzerland,,,,,,,,,,,
CBESG.S,UBS ETF (CH) - SBI® Corporate ESG (CHF) A-dis,Switzerland,,,,,,,,,,,
CHESG.S,UBS ETF (CH)-SBI® AAA-BBB ESG (CHF) A-dis,Switzerland,,79,61.74,69.2,65.71,67.28,63.11,,,,
HLAG.DE,Hapag Lloyd AG,Germany,,,,,,,,,,,
PGAG.F,Pearl Gold AG,Germany,,,,,,,,,,,
ECF1.DE,Mountain Alliance AG,Germany,,,,,,,,,,,
MLFIR.EUA,Firstcaution SA,Switzerland,,81.29,83.84,69.47,50.94,,,,,,
TLXGn.DE,Talanx AG,Germany,31-12-2022,,,,,,,,,,
ETFFS11.DE,Deka Deutsche Boerse EUROGOV® France UCITS ETF,Germany,,,,,,,,,,,
ETFLCDNF.DE,Deka iBoxx EUR Liq Non-Financials Divers UCITS ETF,Germany,,,,,,,,,,,
ERRES.S,Edmond de Rothschild Real Estate SICAV,Switzerland,,84.12,83.47,84.16,81.22,75.11,,,,,
NOEJ.DE,Norma Group SE,Germany,31-12-2022,,,,,,,,,,
DARG.DE,Datron AG,Germany,31-12-2022,,,,,,,,,,
SRFCHA.S,UBS ETF (CH) - SXI Real Estate® (CHF) A-dis,Switzerland,,,,,,,,,,,
ABOG.DE,clearvise AG,Germany,,70.96,67.68,69.35,68.42,64.24,,,,,
AUTON.S,Autoneum Holding AG,Switzerland,31-12-2022,89.53,88.93,91.67,90.5,90.11,91.78,89.19,88.74,84.7,82.1
GLEN.L,Glencore PLC,Switzerland,,,,,,,,,,,
FREN.S,Fundamenta Real Estate AG,Switzerland,,82.69,84.56,74,72.89,68.01,65.71,76.95,75.99,79.31,74.98
SRENH.S,Swiss Re AG,Switzerland,31-12-2022,18.27,18.22,14.98,,,,,,,
SW10n.H,Shw AG,Germany,,,,,,,,,,,
AMAk.F,Altech Advanced Materials AG,Germany,,,,,,,,,,,
SPMCHA.S,UBS ETF (CH) - SPI® Mid (CHF) A-dis,Switzerland,,,,,,,,,,,
SPICHA.S,UBS ETF (CH) - SPI® (CHF) A-dis,Switzerland,,44.34,44.6,40.05,32.51,36.68,,,,,
MOLN.S,Molecular Partners AG,Switzerland,,,,,,,,,,,
LMIA.DE,Lion E Mobility AG,Switzerland,,,,,,,,,,,
AMI1.F,Medondo Holding AG,Germany,,66.49,63.25,59.29,45.45,43.13,,,,,
HLE.DE,HELLA GmbH & Co KGaA,Germany,31-05-2022,35.9,17.02,7.46,,,,,,,
CVTEC.ST,Cavotec SA,Switzerland,,43.13,47.48,27.02,17.37,15.17,24.77,,,,
BKWB.S,BKW AG,Switzerland,31-12-2022,,,,,,,,,,
RGLDS.S,Raiffeisen ETF - Solid Gold A USD,Switzerland,,,,,,,,,,,
WFTG.DE,Weng Fine Art AG,Germany,,,,,,,,,,,
NXRG.F,NEXR Technologies SE,Germany,,,,,,,,,,,
SZ50k.D,Deutsche Geothermische Immobilien AG,Germany,,,,,,,,,,,
CV3.MU,Carpevigo Holding AG,Germany,,,,,,,,,,,
VOLSIN.DE,Nomura Voltage Short-term Source,Germany,,,,,,,,,,,
KFW1.BE,Klepper Faltbootwerft AG,Germany,,,,,,,,,,,
NABG.H,Nabag AG,Germany,,52.07,51.25,36.57,22.75,18.99,,,,,
DOCM.S,DocMorris AG,Switzerland,,,,,,,,,,,
LO2k.H,Lotto24 AG,Germany,,45.68,30.07,,,,,,,,
ZUGN.S,Zug Estates Holding AG,Switzerland,31-12-2022,,,,,,,,,,
AD10k.MU,Auden AG,Germany,,,,,,,,,,,
ML2G.F,Ming Le Sports AG,Germany,,23.61,24.13,18.45,,,,,,,
AB9.H,ABO Wind AG,Germany,31-12-2022,74.35,69.32,66.76,58.25,54.95,43.89,40.99,35.96,32.2,42.6
O2Dn.DE,Telefonica Deutschland Holding AG,Germany,,59.24,53.13,40.18,34.41,33.89,,,,,
LEON.S,Leonteq AG,Switzerland,31-12-2022,,,,,,,,,,
T3PA.DE,European Energy Exchange AG,Germany,,,,,,,,,,,
FF24.DE,Fast Finance 24 Holding AG,Germany,,72.93,64.41,59.56,58.74,58.21,45.12,41.78,25.45,,
LEGn.DE,LEG Immobilien SE,Germany,31-12-2022,,,,,,,,,,
MLAAH.EUA,Amatheon Agri Holding NV,Germany,,81.68,83.23,83.02,77.43,71.94,66.41,60.48,40.69,,
OSRn.H,Osram Licht AG,Germany,,45.02,42.41,40.24,39.06,32.88,,,,,
SFSN.S,SFS Group AG,Switzerland,31-12-2022,89.48,91.32,89.85,89.19,88.98,88.19,93.51,82.94,81,
CCH.L,Coca Cola HBC AG,Switzerland,31-12-2022,,,,,,,,,,
BIIO.PK,Bionovate Technologies Corp,Switzerland,,,,,,,,,,,
IS3B.DE,iShares € Corp Bond Financials UCITS ETF EUR(Dist),Germany,,,,,,,,,,,
ADE.DE,Bitcoin Group SE,Germany,,83.75,78.67,68.76,63.3,55.16,,,,,
KBX.DE,Knorr Bremse AG,Germany,31-12-2022,79.49,63.14,61.29,57.42,46.32,34.17,30.05,,,
KGX.DE,Kion Group AG,Germany,31-12-2022,86.3,87.89,87.74,72.32,73.84,59.01,35.7,23.78,,
VNAn.DE,Vonovia SE,Germany,31-12-2022,,,,,,,,,,
ELF0.DE,Deka DAX® ex Financials 30 UCITS ETF,Germany,,,,,,,,,,,
NREN.S,Novavest Real Estate AG,Switzerland,31-12-2022,,,,,,,,,,
PU11n.DE,Social Chain AG,Germany,,,,,,,,,,,
A62.DE,IGP Advantag AG,Germany,,,,,,,,,,,
BST1.DE,Bastei Luebbe AG,Germany,31-03-2022,,,,,,,,,,
VJET.OQ,Voxeljet AG,Germany,,63.27,62.39,61.27,57.37,49.17,49.86,37.41,,,
CMBN.S,Cembra Money Bank AG,Switzerland,31-12-2022,,,,,,,,,,
SWICHA.S,UBS ETF (CH)-MSCI Switzerland (CHF) A-dis,Switzerland,,72.63,74.08,84.39,79.33,73.9,68.39,69.84,42.21,,
ZALG.DE,Zalando SE,Germany,31-12-2022,5.3,5.87,,,,,,,,
WBIO.BN,Wockhardt Bio AG,Switzerland,,,,,,,,,,,
CHCORP.S,iShares Core CHF Corporate Bond ETF (CH),Switzerland,,,,,,,,,,,
RGLDOU.S,Raiffeisen ETF - Solid Gold Ounces A CHF,Switzerland,,,,,,,,,,,
TKBP.S,Thurgauer Kantonalbank,Switzerland,31-12-2022,31.51,30.09,21.11,,,,,,,
HIAG.S,HIAG Immobilien Holding AG,Switzerland,31-12-2022,,,,,,,,,,
ELF1.DE,Deka MDAX® UCITS ETF,Germany,,40.89,36.64,36.7,16.03,19.24,,,,,
AM3D.DE,SLM Solutions Group AG,Germany,,,,,,,,,,,
CHDVD.S,iShares Swiss Dividend ETF (CH),Switzerland,,,,,,,,,,,
CHSPI.S,iShares Core SPI® ETF (CH),Switzerland,,62.9,49.78,44.72,37.72,,,,,,
STM1.DE,Stabilus SE,Germany,30-09-2022,,,,,,,,,,
GLKBN.S,Glarner Kantonalbank,Switzerland,31-12-2022,,,,,,,,,,
S0E1g.F,Dr Wiesent Sozial gemeinnuetzige GmbH,Germany,,60.36,58.82,45.76,33.12,36.52,32.99,19.86,16.45,,
WIZZ.L,Wizz Air Holdings PLC,Switzerland,31-03-2023,,,,,,,,,,
CISg.D,Calvatis GmbH,Germany,,36.03,36.07,,,,,,,,
FEOIb.ST,Fenix Outdoor International AG,Switzerland,31-12-2022,29.87,32.42,20.44,4.45,,,,,,
AFMD.OQ,Affimed NV,Germany,,,,,,,,,,,
FKEK.F,Defraq Ventures AG,Germany,,17.37,18.19,18.64,7.8,,,,,,
DDM.ST,DDM Holding AG,Switzerland,,66.69,66.54,67.18,61.92,66.56,56.72,,,,
GALE.S,Galenica AG,Switzerland,31-12-2022,,,,,,,,,,
93M1k.DE,MPH Health Care AG,Germany,31-12-2022,19.88,14.41,17.29,,,,,,,
RKET.H,Rocket Internet SE,Germany,,,,,,,,,,,
VVY.AS,Vivoryon Therapeutics NV,Germany,,10.19,8.21,,,,,,,,
APN.BN,AP Alternative Portfolio AG,Switzerland,,28.05,29.82,,,,,,,,
TLGG.H,TLG Immobilien AG,Germany,31-12-2022,88.8,90.52,90.18,90.83,90.92,91.38,82.62,79.85,88.44,86.15
UBSG.S,UBS Group AG,Switzerland,31-12-2022,,,,,,,,,,
0J8ZINAV.DE,Deka MSCI Europe ex EMU UCITS ETF,Germany,,,,,,,,,,,
ZSMLINAV=SOLA,Zacks Earnings Small-Cap U.S. Index Fund ETF,Germany,,28.95,24.05,,,,,,,,
TC1n.H,Tele Columbus AG,Germany,,,,,,,,,,,
SD1n.F,Clean Logistics SE,Germany,,,,,,,,,,,
ELF5.DE,Deka MSCI Europe ex EMU UCITS ETF,Germany,,,,,,,,,,,
IQL.DE,iQ International AG,Switzerland,,29.96,30.39,24.28,23.2,23.34,,,,,
LNSX.F,Allane SE,Germany,31-12-2022,,,,,,,,,,
BRKO.PK,Broke Out Inc,Germany,,,,,,,,,,,
PALG.DE,Pantaflix AG,Germany,,,,,,,,,,,
DG6.H,DG Gruppe AG,Germany,,,,,,,,,,,
FC9.DE,FCR Immobilien AG,Germany,31-12-2022,,,,,,,,,,
NB2.DE,Northern Data AG,Germany,31-12-2021,,,,,,,,,,
PBYG.DE,Publity AG,Germany,31-12-2021,,,,,,,,,,
PLANZ.S,Plazza AG,Switzerland,31-12-2022,,,,,,,,,,
MSU.MI,Mondo TV Suisse SA,Switzerland,,,,,,,,,,,
ELFA.DE,Deka EURO STOXX 50 ESG Filtered UCITS ETF,Germany,,,,,,,,,,,
WDL1k.F,Windeln.de SE,Germany,,,,,,,,,,,
RY8.F,ROY Asset Holding SE,Germany,,,,,,,,,,,
ELBG.DE,elumeo SE,Germany,,57.32,59.98,61.52,56.98,46.44,47.96,,,,
WAFGn.DE,Siltronic AG,Germany,31-12-2022,,,,,,,,,,
EBSG.H,Elbstein AG,Germany,,,,,,,,,,,
SGFn.DE,SGT German Private Equity GmbH & Co KgaA,Germany,31-12-2022,,,,,,,,,,
ELFB.DE,Deka Oekom Euro Nachhaltigkeit UCITS ETF,Germany,,,,,,,,,,,
MLHK.EUA,H&K AG,Germany,31-12-2022,,,,,,,,,,
ELFC.DE,Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF,Germany,,,,,,,,,,,
M12.DE,M1 Kliniken AG,Germany,31-12-2022,81.13,78,76.72,74.9,73.41,68.53,66.4,52.45,,
1COV.DE,Covestro AG,Germany,,68.19,72.38,71.46,55.01,54.53,39.75,31.84,,,
G24n.DE,Scout24 SE,Germany,31-12-2022,,,,,,,,,,
MRXG.DE,Mister Spex SE,Germany,,79.97,76.94,66.52,62.54,47.44,42.92,37.37,,,
SHA_p.DE,Schaeffler AG,Germany,31-12-2022,55.35,57.82,57.66,,,,,,,
HBH.DE,HORNBACH Holding AG & Co KgaA,Germany,28-02-2023,,,,,,,,,,
AVES.H,Aves One AG,Germany,31-12-2021,,,,,,,,,,
ALTME.PA,TME Pharma NV,Germany,,,,,,,,,,,
EADG.DE,Erlebnis Akademie AG,Germany,,,,,,,,,,,
ELFD.DE,Deka Eurozone Rendite Plus 1-10 UCITS ETF,Germany,,50.64,48.9,44.67,34.54,,,,,,
ED4.DE,EDAG Engineering Group AG,Switzerland,31-12-2022,,,,,,,,,,
E903.DE,Lyxor 1 DivDAX® DR UCITS ETF (I),Germany,,,,,,,,,,,
E907.DE,Lyxor 1 MDAX ESG UCITS ETF (I),Germany,,,,,,,,,,,
DKG.DE,Deutsche Konsum REIT-AG,Germany,30-09-2022,10.84,6.67,,,,,,,,
ETEG.D,Ekotechnika AG,Germany,30-09-2022,,,,,,,,,,
HSRN.H,HelveticStar Holding AG in Liquidation,Switzerland,,,,,,,,,,,
BNNn.DE,BRAIN Biotech AG,Germany,,17.8,18.03,20.26,,,,,,,
GNRO.PA,Geneuro SA,Switzerland,,42.17,35.46,31.4,20.62,15.87,,,,,
VACN.S,VAT Group AG,Switzerland,31-12-2022,18.26,16.47,15.02,,,,,,,
WIHN.S,Wisekey International Holding AG,Switzerland,,,,,,,,,,,
5NB.D,Novetum AG,Germany,,,,,,,,,,,
NMIG.D,Aladdin Healthcare Technologies SE,Germany,,,,,,,,,,,
F701.DE,Lyxor Portfolio Strategy UCITS ETF,Germany,,,,,,,,,,,
0GM.D,graceNT AG,Switzerland,,20.35,13.76,12.86,,,,,,,
TALKP.ST,TalkPool AG,Switzerland,,,,,,,,,,,
3330k.F,Decheng Technology AG,Germany,,21.69,16.58,14.83,10.58,10.55,,,,,
IREN.S,Investis Holding SA,Switzerland,31-12-2022,,,,,,,,,,
DBI.VI,Dr Bock Industries AG,Germany,,,,,,,,,,,
DEF.DE,Defama Deutsche Fachmarkt AG,Germany,31-12-2022,37.98,34.78,,,,,,,,
ACIU.OQ,AC Immune SA,Switzerland,,,,,,,,,,,
U1DA.F,Finchain Capital Partners AG,Germany,,67.43,63.5,62.89,64.93,65.31,50.03,,,,
UN01.DE,Uniper SE,Germany,,43.18,17.68,,,,,,,,
VQTG.DE,va Q tec AG,Germany,31-12-2022,,,,,,,,,,
R1B.DE,Rubean AG,Germany,,43.64,49.51,36.62,,,,,,,
CRSP.OQ,CRISPR Therapeutics AG,Switzerland,,,,,,,,,,,
E908.DE,Lyxor 1 TecDAX (DR) UCITS ETF (I),Germany,,43.68,41.26,32.24,,,,,,,
TRVG.OQ,Trivago NV,Germany,31-12-2022,29.18,15.22,13.51,,,,,,,
VARN.S,Varia US Properties AG,Switzerland,,73.29,70.59,62.34,51.77,,,,,,
PCZ.DE,ProCredit Holding AG & Co KGaA,Germany,31-12-2022,,,,,,,,,,
G4B.H,Good Brands AG,Germany,,,,,,,,,,,
VRL.DE,Net Digital AG,Germany,,31.63,34.34,,,,,,,,
OBSN.S,Obseva SA,Switzerland,,34.57,25.28,22,16.97,16.13,,,,,
AAGG.DE,Aumann AG,Germany,31-12-2022,,,,,,,,,,
SYMS.PA,Symetis SA,Switzerland,,,,,,,,,,,
IBU.DE,IBU-tec advanced materials AG,Germany,,3.66,4.49,,,,,,,,
0W6K.L,Consus Real Estate AG,Germany,,81.34,82.65,82.41,69.26,60.13,48.31,,,,
DHER.DE,Delivery Hero SE,Germany,,,,,,,,,,,
TBX0.F,Tick Trading Software AG,Germany,30-09-2022,,,,,,,,,,
VAO.F,Vapiano SE,Germany,,,,,,,,,,,
N4G.DE,Naga Group AG,Germany,,78.23,74.05,75.16,51.14,51.85,,,,,
IDIA.S,Idorsia Ltd,Switzerland,,,,,,,,,,,
NUVG.DE,Noratis AG,Germany,,72.48,72.5,68.3,55.14,52.89,56.77,,,,
B4B.DE,METRO AG,Germany,,61.97,63.26,52.22,41.34,41.77,,,,,
JST.DE,Jost Werke SE,Germany,31-12-2022,73.4,66.34,61.02,41.68,,,,,,
